Gene,Gene name,Main location,Other location,Expression type,Reliability,Main location GO id,Other location GO id,,Sort
ENSG00000169217,CD2BP2,Nucleus,Nucleoli;Cytoplasm,APE,Supportive,GO:0005634,GO:0005730;GO:0005737,,7292
ENSG00000169220,RGS14,Nucleus but not nucleoli,Vesicles,APE,Supportive,GO:0005654,GO:0043231,,7293
ENSG00000169228,RAB24,Focal Adhesions,,APE,Uncertain,GO:0005925,,,7294
ENSG00000169230,PRELID1,Mitochondria,Nucleus but not nucleoli,APE,Supportive,GO:0005739,GO:0005654,,7295
ENSG00000169231,THBS3,Nucleoli,Cytoplasm,APE,Uncertain,GO:0005730,GO:0005737,,7296
ENSG00000169239,CA5B,Mitochondria,Nucleus,APE,Supportive,GO:0005739,GO:0005634,,7297
ENSG00000169247,SH3TC2,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,7298
ENSG00000169251,NMD3,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,7299
ENSG00000169255,B3GALNT1,Vesicles,,APE,Uncertain,GO:0043231,,,7300
ENSG00000169258,GPRIN1,Plasma membrane,,APE,Uncertain,GO:0005886,,,7301
ENSG00000169282,KCNAB1,Nucleus,Cytoplasm,APE,Uncertain,GO:0005634,GO:0005737,,7302
ENSG00000169288,MRPL1,Mitochondria,,APE,Supportive,GO:0005739,,,7303
ENSG00000169297,NR0B1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7304
ENSG00000169299,PGM2,Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0045111,,,7305
ENSG00000169302,STK32A,Centrosome,,APE,Uncertain,GO:0005813,,,7306
ENSG00000169330,KIAA1024,Golgi apparatus,,APE,Uncertain,GO:0005794,,,7307
ENSG00000169359,SLC33A1,Nucleus,,APE,Uncertain,GO:0005634,,,7308
ENSG00000169371,SNUPN,Nuclear membrane,,APE,Supportive,GO:0031965,,,7309
ENSG00000169372,CRADD,Vesicles;Cytoskeleton (Intermediate filaments),Nucleus but not nucleoli,APE,Uncertain,GO:0043231;GO:0045111,GO:0005654,,7310
ENSG00000169375,SIN3A,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7311
ENSG00000169379,ARL13B,Cytoskeleton (Microtubules),Cytoplasm,APE,Uncertain,GO:0015630,GO:0005737,,7312
ENSG00000169398,PTK2,Focal Adhesions,Cytoplasm;Vesicles,APE,Supportive,GO:0005925,GO:0005737;GO:0043231,,7313
ENSG00000169403,PTAFR,Vesicles,Nucleus but not nucleoli;Plasma membrane,APE,Supportive,GO:0043231,GO:0005654;GO:0005886,,7314
ENSG00000169410,PTPN9,Vesicles,,APE,Uncertain,GO:0043231,,,7315
ENSG00000169418,NPR1,Nucleoli,Nucleus;Plasma membrane,APE,Uncertain,GO:0005730,GO:0005634;GO:0005886,,7316
ENSG00000169427,KCNK9,Nucleus but not nucleoli;Plasma membrane,,APE,Supportive,GO:0005654;GO:0005886,,,7317
ENSG00000169432,SCN9A,Plasma membrane;Cytoskeleton (Actin filaments),,APE,Uncertain,GO:0005886;GO:0015629,,,7318
ENSG00000169435,RASSF6,Nucleus but not nucleoli;Golgi apparatus,,APE,Uncertain,GO:0005654;GO:0005794,,,7319
ENSG00000169436,COL22A1,Vesicles,Endoplasmic reticulum,APE,Supportive,GO:0043231,GO:0005783,,7320
ENSG00000169439,SDC2,Cytoplasm,Plasma membrane,APE,Uncertain,GO:0005737,GO:0005886,,7321
ENSG00000169490,TM2D2,Nucleus but not nucleoli;Plasma membrane;Vesicles,,APE,Uncertain,GO:0005654;GO:0005886;GO:0043231,,,7322
ENSG00000169504,CLIC4,Cytoplasm,,APE,Supportive,GO:0005737,,,7323
ENSG00000169508,GPR183,Nuclear membrane;Vesicles,,APE,Uncertain,GO:0031965;GO:0043231,,,7324
ENSG00000169515,CCDC8,Plasma membrane;Cytoplasm,Nucleus,APE,Uncertain,GO:0005886;GO:0005737,GO:0005634,,7325
ENSG00000169519,METTL15,Plasma membrane;Golgi apparatus,Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005886;GO:0005794,GO:0015629,,7326
ENSG00000169548,ZNF280A,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7327
ENSG00000169554,ZEB2,Nucleoli,Nucleus;Cytoplasm,APE,Uncertain,GO:0005730,GO:0005634;GO:0005737,,7328
ENSG00000169564,PCBP1,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,7329
ENSG00000169567,HINT1,Cytoplasm,Nucleus;Plasma membrane,APE,Supportive,GO:0005737,GO:0005634;GO:0005886,,7330
ENSG00000169570,DTWD2,Nucleus,,APE,Supportive,GO:0005634,,,7331
ENSG00000169583,CLIC3,Nucleus,Cytoplasm,APE,Supportive,GO:0005634,GO:0005737,,7332
ENSG00000169592,INO80E,Nucleus,Nucleoli,APE,Supportive,GO:0005634,GO:0005730,,7333
ENSG00000169598,DFFB,Nucleoli,Nucleus,APE,Uncertain,GO:0005730,GO:0005634,,7334
ENSG00000169599,NFU1,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,7335
ENSG00000169607,CKAP2L,Nucleus but not nucleoli;Plasma membrane,Vesicles,APE,Supportive,GO:0005654;GO:0005886,GO:0043231,,7336
ENSG00000169609,C15orf40,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,7337
ENSG00000169612,FAM103A1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,7338
ENSG00000169621,APLF,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7339
ENSG00000169627,BOLA2B,Nucleus,,APE,Uncertain,GO:0005634,,,7340
ENSG00000169641,LUZP1,Cytoskeleton (Actin filaments),Cytoplasm;Vesicles,APE,Uncertain,GO:0015629,GO:0005737;GO:0043231,,7341
ENSG00000169660,HEXDC,Nucleoli;Mitochondria,,APE,Uncertain,GO:0005730;GO:0005739,,,7342
ENSG00000169679,BUB1,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,7343
ENSG00000169682,SPNS1,Golgi apparatus;Vesicles,Nucleoli;Cytoplasm,APE,Uncertain,GO:0005794;GO:0043231,GO:0005730;GO:0005737,,7344
ENSG00000169683,LRRC45,Cytoplasm;Centrosome,Nucleus but not nucleoli;Plasma membrane,APE,Supportive,GO:0005737;GO:0005813,GO:0005654;GO:0005886,,7345
ENSG00000169692,AGPAT2,Centrosome,,APE,Uncertain,GO:0005813,,,7346
ENSG00000169696,ASPSCR1,Nucleus but not nucleoli,Plasma membrane;Vesicles,APE,Supportive,GO:0005654,GO:0005886;GO:0043231,,7347
ENSG00000169710,FASN,Cytoplasm,Plasma membrane,APE,Supportive,GO:0005737,GO:0005886,,7348
ENSG00000169714,CNBP,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,7349
ENSG00000169718,DUS1L,Plasma membrane,,APE,Uncertain,GO:0005886,,,7350
ENSG00000169733,RFNG,Nucleus,,APE,Supportive,GO:0005634,,,7351
ENSG00000169738,DCXR,Nucleoli;Cytoskeleton (Microtubules),,APE,Uncertain,GO:0005730;GO:0015630,,,7352
ENSG00000169740,ZNF32,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,7353
ENSG00000169758,C15orf27,Plasma membrane;Cytoplasm,,APE,Supportive,GO:0005886;GO:0005737,,,7354
ENSG00000169762,TAPT1,Plasma membrane;Cytoplasm,Nucleus but not nucleoli;Centrosome,APE,Uncertain,GO:0005886;GO:0005737,GO:0005654;GO:0005813,,7355
ENSG00000169764,UGP2,Mitochondria;Centrosome,Nucleus but not nucleoli,APE,Uncertain,GO:0005739;GO:0005813,GO:0005654,,7356
ENSG00000169813,HNRNPF,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7357
ENSG00000169826,CSGALNACT2,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,7358
ENSG00000169851,PCDH7,Plasma membrane,,APE,Supportive,GO:0005886,,,7359
ENSG00000169855,ROBO1,Plasma membrane,,APE,Uncertain,GO:0005886,,,7360
ENSG00000169857,AVEN,Plasma membrane;Cytoskeleton (Actin filaments),Centrosome,APE,Uncertain,GO:0005886;GO:0015629,GO:0005813,,7361
ENSG00000169862,CTNND2,Nucleus but not nucleoli;Golgi apparatus;Cell Junctions,,APE,Uncertain,GO:0005654;GO:0005794;GO:0030054,,,7362
ENSG00000169871,TRIM56,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,7363
ENSG00000169894,MUC3A,Nucleus;Vesicles,,APE,Uncertain,GO:0005634;GO:0043231,,,7364
ENSG00000169895,SYAP1,Nucleus but not nucleoli;Golgi apparatus,,APE,Supportive,GO:0005654;GO:0005794,,,7365
ENSG00000169902,TPST1,Cytoplasm,,APE,Uncertain,GO:0005737,,,7366
ENSG00000169903,TM4SF4,Plasma membrane,Cytoplasm,APE,Uncertain,GO:0005886,GO:0005737,,7367
ENSG00000169905,TOR1AIP2,Endoplasmic reticulum,,APE,Supportive,GO:0005783,,,7368
ENSG00000169914,OTUD3,Cytoplasm,Nucleus but not nucleoli;Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005737,GO:0005654;GO:0045111,,7369
ENSG00000169918,OTUD7A,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,7370
ENSG00000169919,GUSB,Vesicles,,APE,Supportive,GO:0043231,,,7371
ENSG00000169925,BRD3,Nucleus,,APE,Uncertain,GO:0005634,,,7372
ENSG00000169946,ZFPM2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7373
ENSG00000169957,ZNF768,Nucleus,Vesicles,APE,Uncertain,GO:0005634,GO:0043231,,7374
ENSG00000169964,TMEM42,Nucleus but not nucleoli,Nucleoli,APE,Uncertain,GO:0005654,GO:0005730,,7375
ENSG00000169967,MAP3K2,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,7376
ENSG00000169972,PUSL1,Vesicles,,APE,Supportive,GO:0043231,,,7377
ENSG00000169976,SF3B5,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7378
ENSG00000169981,ZNF35,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,7379
ENSG00000169989,TIGD4,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,7380
ENSG00000169991,IFFO2,Nucleus but not nucleoli;Plasma membrane,,APE,Uncertain,GO:0005654;GO:0005886,,,7381
ENSG00000169992,NLGN2,Mitochondria,,APE,Uncertain,GO:0005739,,,7382
ENSG00000170004,CHD3,Nucleus;Nucleoli,Cytoskeleton (Intermediate filaments),APE,Supportive,GO:0005634;GO:0005730,GO:0045111,,7383
ENSG00000170006,TMEM154,Nucleus,,APE,Supportive,GO:0005634,,,7384
ENSG00000170011,MYRIP,Nucleus;Nucleoli;Golgi apparatus,,APE,Uncertain,GO:0005634;GO:0005730;GO:0005794,,,7385
ENSG00000170017,ALCAM,Cytoplasm,,APE,Uncertain,GO:0005737,,,7386
ENSG00000170027,YWHAG,Cytoplasm;Cytoskeleton (Actin filaments),Vesicles,APE,Uncertain,GO:0005737;GO:0015629,GO:0043231,,7387
ENSG00000170037,CNTROB,Centrosome,Cytoplasm,APE,Supportive,GO:0005813,GO:0005737,,7388
ENSG00000170085,SIMC1,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,7389
ENSG00000170088,TMEM192,Vesicles,Nucleus but not nucleoli,APE,Supportive,GO:0043231,GO:0005654,,7390
ENSG00000170091,GPIHBP1,Golgi apparatus,,APE,Uncertain,GO:0005794,,,7391
ENSG00000170100,ZNF778,Nucleus,,APE,Supportive,GO:0005634,,,7392
ENSG00000170122,FOXD4,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7393
ENSG00000170144,HNRNPA3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7394
ENSG00000170145,SIK2,Golgi apparatus,,APE,Uncertain,GO:0005794,,,7395
ENSG00000170180,GYPA,Cytoplasm,Nucleus but not nucleoli,APE,Uncertain,GO:0005737,GO:0005654,,7396
ENSG00000170185,USP38,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,7397
ENSG00000170191,NANP,Nuclear membrane,,APE,Uncertain,GO:0031965,,,7398
ENSG00000170222,ADPRM,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,7399
ENSG00000170231,FABP6,Nucleus;Golgi apparatus,,APE,Uncertain,GO:0005634;GO:0005794,,,7400
ENSG00000170234,PWWP2A,Nucleus but not nucleoli,Focal Adhesions,APE,Uncertain,GO:0005654,GO:0005925,,7401
ENSG00000170242,USP47,Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0045111,,,7402
ENSG00000170248,PDCD6IP,Cytoplasm,,APE,Supportive,GO:0005737,,,7403
ENSG00000170260,ZNF212,Nucleus,,APE,Supportive,GO:0005634,,,7404
ENSG00000170265,ZNF282,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,7405
ENSG00000170266,GLB1,Vesicles,Golgi apparatus,APE,Supportive,GO:0043231,GO:0005794,,7406
ENSG00000170270,C14orf142,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,7407
ENSG00000170275,CRTAP,Cytoplasm;Cytoskeleton (Actin filaments);Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0005737;GO:0015629;GO:0045111,,,7408
ENSG00000170291,ELP5,Cytoplasm,,APE,Supportive,GO:0005737,,,7409
ENSG00000170293,CMTM8,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7410
ENSG00000170310,STX8,Nucleus;Golgi apparatus,Cytoplasm;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005634;GO:0005794,GO:0005737;GO:0015629,,7411
ENSG00000170312,CDK1,Cytoplasm,Nucleus,APE,Supportive,GO:0005737,GO:0005634,,7412
ENSG00000170322,NFRKB,Nucleus,,APE,Supportive,GO:0005634,,,7413
ENSG00000170323,FABP4,Cytoplasm,,APE,Supportive,GO:0005737,,,7414
ENSG00000170325,PRDM10,Nucleoli;Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005730;GO:0005654;GO:0043231,,,7415
ENSG00000170340,B3GNT2,Vesicles,,APE,Uncertain,GO:0043231,,,7416
ENSG00000170345,FOS,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7417
ENSG00000170348,TMED10,Golgi apparatus,,APE,Supportive,GO:0005794,,,7418
ENSG00000170364,SETMAR,Nucleoli,,APE,Uncertain,GO:0005730,,,7419
ENSG00000170365,SMAD1,Nucleus;Cytoplasm,Plasma membrane,APE,Supportive,GO:0005634;GO:0005737,GO:0005886,,7420
ENSG00000170370,EMX2,Nucleus,,APE,Supportive,GO:0005634,,,7421
ENSG00000170381,SEMA3E,Vesicles,Nucleus but not nucleoli,APE,Uncertain,GO:0043231,GO:0005654,,7422
ENSG00000170385,SLC30A1,Plasma membrane,Vesicles,APE,Supportive,GO:0005886,GO:0043231,,7423
ENSG00000170412,GPRC5C,Microtubule organizing center,Nucleus;Cytoplasm,APE,Uncertain,GO:0005815,GO:0005634;GO:0005737,,7424
ENSG00000170417,TMEM182,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,7425
ENSG00000170426,SDR9C7,Nucleoli;Cytoplasm,,APE,Uncertain,GO:0005730;GO:0005737,,,7426
ENSG00000170430,MGMT,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7427
ENSG00000170439,METTL7B,Cytoskeleton (Microtubules),Vesicles,APE,Supportive,GO:0015630,GO:0043231,,7428
ENSG00000170442,KRT86,Cytoplasm,,APE,Uncertain,GO:0005737,,,7429
ENSG00000170445,HARS,Cytoplasm,,APE,Supportive,GO:0005737,,,7430
ENSG00000170448,NFXL1,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7431
ENSG00000170456,DENND5B,Cytoskeleton (Microtubules),Nucleoli,APE,Uncertain,GO:0015630,GO:0005730,,7432
ENSG00000170464,DNAJC18,Cell Junctions,,APE,Supportive,GO:0030054,,,7433
ENSG00000170469,SPATA24,Nucleus;Cytoplasm,,APE,Supportive,GO:0005634;GO:0005737,,,7434
ENSG00000170471,RALGAPB,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7435
ENSG00000170485,NPAS2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7436
ENSG00000170500,LONRF2,Nucleus,,APE,Supportive,GO:0005634,,,7437
ENSG00000170509,HSD17B13,Vesicles,Golgi apparatus,APE,Uncertain,GO:0043231,GO:0005794,,7438
ENSG00000170515,PA2G4,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,7439
ENSG00000170525,PFKFB3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7440
ENSG00000170537,TMC7,Vesicles,,APE,Uncertain,GO:0043231,,,7441
ENSG00000170540,ARL6IP1,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,7442
ENSG00000170545,SMAGP,Plasma membrane,Nucleus but not nucleoli,APE,Supportive,GO:0005886,GO:0005654,,7443
ENSG00000170549,IRX1,Golgi apparatus,Nucleus but not nucleoli,APE,Supportive,GO:0005794,GO:0005654,,7444
ENSG00000170558,CDH2,Plasma membrane;Cell Junctions,,APE,Supportive,GO:0005886;GO:0030054,,,7445
ENSG00000170561,IRX2,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,7446
ENSG00000170577,SIX2,Nucleus,Nuclear membrane;Cytoplasm,APE,Supportive,GO:0005634,GO:0031965;GO:0005737,,7447
ENSG00000170581,STAT2,Plasma membrane,Cytoplasm,APE,Supportive,GO:0005886,GO:0005737,,7448
ENSG00000170584,NUDCD2,Cytoskeleton (Microtubules),Cytoplasm,APE,Supportive,GO:0015630,GO:0005737,,7449
ENSG00000170604,IRF2BP1,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7450
ENSG00000170606,HSPA4,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,7451
ENSG00000170608,FOXA3,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7452
ENSG00000170619,COMMD5,Nucleus but not nucleoli;Cytoplasm,,APE,Uncertain,GO:0005654;GO:0005737,,,7453
ENSG00000170627,GTSF1,Nucleus but not nucleoli,Cytoskeleton (Intermediate filaments),APE,Uncertain,GO:0005654,GO:0045111,,7454
ENSG00000170632,ARMC10,Mitochondria,,APE,Supportive,GO:0005739,,,7455
ENSG00000170634,ACYP2,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7456
ENSG00000170638,TRABD,Nucleus;Mitochondria,,APE,Uncertain,GO:0005634;GO:0005739,,,7457
ENSG00000170647,TMEM133,Endoplasmic reticulum;Golgi apparatus,,APE,Uncertain,GO:0005783;GO:0005794,,,7458
ENSG00000170653,ATF7,Nucleus;Cytoplasm,,APE,Uncertain,GO:0005634;GO:0005737,,,7459
ENSG00000170684,ZNF296,Nucleus but not nucleoli,Centrosome,APE,Uncertain,GO:0005654,GO:0005813,,7460
ENSG00000170689,HOXB9,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,7461
ENSG00000170734,POLH,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,7462
ENSG00000170745,KCNS3,Cytoplasm,Plasma membrane;Golgi apparatus,APE,Uncertain,GO:0005737,GO:0005886;GO:0005794,,7463
ENSG00000170759,KIF5B,Cytoplasm;Microtubule organizing center,,APE,Supportive,GO:0005737;GO:0005815,,,7464
ENSG00000170776,AKAP13,Cytoplasm,,APE,Supportive,GO:0005737,,,7465
ENSG00000170779,CDCA4,Nucleus but not nucleoli,Cytoplasm,APE,Supportive,GO:0005654,GO:0005737,,7466
ENSG00000170791,CHCHD7,Cell Junctions,Aggresome,APE,Uncertain,GO:0030054,GO:0016235,,7467
ENSG00000170801,HTRA3,Vesicles,,APE,Uncertain,GO:0043231,,,7468
ENSG00000170802,FOXN2,Nucleus,Vesicles,APE,Supportive,GO:0005634,GO:0043231,,7469
ENSG00000170819,BFSP2,Plasma membrane;Cytoplasm,,APE,Uncertain,GO:0005886;GO:0005737,,,7470
ENSG00000170832,USP32,Cytoplasm;Golgi apparatus,,APE,Supportive,GO:0005737;GO:0005794,,,7471
ENSG00000170836,PPM1D,Endoplasmic reticulum,,APE,Uncertain,GO:0005783,,,7472
ENSG00000170837,GPR27,Nucleus but not nucleoli,Plasma membrane;Cytoplasm;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005654,GO:0005886;GO:0005737;GO:0015629,,7473
ENSG00000170852,KBTBD2,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,7474
ENSG00000170854,MINA,Nucleus;Nucleoli,,APE,Supportive,GO:0005634;GO:0005730,,,7475
ENSG00000170855,TRIAP1,Nucleus but not nucleoli;Mitochondria,,APE,Uncertain,GO:0005654;GO:0005739,,,7476
ENSG00000170860,LSM3,Nucleus;Nucleoli,,APE,Uncertain,GO:0005634;GO:0005730,,,7477
ENSG00000170871,KIAA0232,Cytoplasm,,APE,Uncertain,GO:0005737,,,7478
ENSG00000170892,TSEN34,Nucleus,,APE,Supportive,GO:0005634,,,7479
ENSG00000170903,MSANTD4,Nucleus,,APE,Uncertain,GO:0005634,,,7480
ENSG00000170909,OSCAR,Nucleus;Nuclear membrane;Vesicles,,APE,Uncertain,GO:0005634;GO:0031965;GO:0043231,,,7481
ENSG00000170915,PAQR8,Plasma membrane,Golgi apparatus,APE,Supportive,GO:0005886,GO:0005794,,7482
ENSG00000170917,NUDT6,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,7483
ENSG00000170921,TANC2,Cytoplasm,,APE,Uncertain,GO:0005737,,,7484
ENSG00000170946,DNAJC24,Cytoplasm,,APE,Uncertain,GO:0005737,,,7485
ENSG00000170948,MBD3L1,Nucleus but not nucleoli,Plasma membrane;Cytoplasm,APE,Uncertain,GO:0005654,GO:0005886;GO:0005737,,7486
ENSG00000170949,ZNF160,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,7487
ENSG00000170954,ZNF415,Nucleoli;Cytoskeleton (Microtubules),,APE,Uncertain,GO:0005730;GO:0015630,,,7488
ENSG00000171004,HS6ST2,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7489
ENSG00000171016,PYGO1,Nucleus but not nucleoli,Cytoplasm,APE,Uncertain,GO:0005654,GO:0005737,,7490
ENSG00000171045,TSNARE1,Nucleus,,APE,Uncertain,GO:0005634,,,7491
ENSG00000171051,FPR1,Golgi apparatus,Nucleus;Nucleoli,APE,Uncertain,GO:0005794,GO:0005634;GO:0005730,,7492
ENSG00000171055,FEZ2,Nucleoli,Cytoplasm;Golgi apparatus,APE,Uncertain,GO:0005730,GO:0005737;GO:0005794,,7493
ENSG00000171056,SOX7,Nucleus but not nucleoli,Golgi apparatus,APE,Uncertain,GO:0005654,GO:0005794,,7494
ENSG00000171060,C8orf74,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7495
ENSG00000171097,CCBL1,Cytoplasm,Nucleus but not nucleoli,APE,Supportive,GO:0005737,GO:0005654,,7496
ENSG00000171100,MTM1,Plasma membrane,,APE,Supportive,GO:0005886,,,7497
ENSG00000171103,TRMT61B,Vesicles,,APE,Uncertain,GO:0043231,,,7498
ENSG00000171105,INSR,Vesicles,,APE,Supportive,GO:0043231,,,7499
ENSG00000171109,MFN1,Mitochondria,,APE,Supportive,GO:0005739,,,7500
ENSG00000171115,GIMAP8,Nucleus but not nucleoli;Cytoplasm,,APE,Supportive,GO:0005654;GO:0005737,,,7501
ENSG00000171121,KCNMB3,Nucleus,Mitochondria,APE,Uncertain,GO:0005634,GO:0005739,,7502
ENSG00000171135,JAGN1,Vesicles,,APE,Uncertain,GO:0043231,,,7503
ENSG00000171148,TADA3,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7504
ENSG00000171150,SOCS5,Cytoplasm,Nucleus but not nucleoli;Plasma membrane,APE,Uncertain,GO:0005737,GO:0005654;GO:0005886,,7505
ENSG00000171155,C1GALT1C1,Cytoplasm,,APE,Uncertain,GO:0005737,,,7506
ENSG00000171159,C9orf16,Cytoskeleton (Microtubules),,APE,Uncertain,GO:0015630,,,7507
ENSG00000171161,ZNF672,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7508
ENSG00000171169,NAIF1,Nucleus but not nucleoli,Plasma membrane,APE,Supportive,GO:0005654,GO:0005886,,7509
ENSG00000171174,RBKS,Cytoplasm,,APE,Uncertain,GO:0005737,,,7510
ENSG00000171202,TMEM126A,Cytoplasm,Nucleus,APE,Uncertain,GO:0005737,GO:0005634,,7511
ENSG00000171204,TMEM126B,Mitochondria,,APE,Supportive,GO:0005739,,,7512
ENSG00000171206,TRIM8,Nucleus but not nucleoli,Cytoplasm;Vesicles,APE,Supportive,GO:0005654,GO:0005737;GO:0043231,,7513
ENSG00000171208,NETO2,Golgi apparatus,,APE,Uncertain,GO:0005794,,,7514
ENSG00000171222,SCAND1,Nucleus,Cytoplasm;Cytoskeleton (Actin filaments),APE,Uncertain,GO:0005634,GO:0005737;GO:0015629,,7515
ENSG00000171223,JUNB,Nucleus but not nucleoli,,APE,Supportive,GO:0005654,,,7516
ENSG00000171224,C10orf35,Nucleus but not nucleoli;Centrosome,Cytoplasm,APE,Uncertain,GO:0005654;GO:0005813,GO:0005737,,7517
ENSG00000171227,TMEM37,Nucleoli,Nucleus;Cytoplasm,APE,Uncertain,GO:0005730,GO:0005634;GO:0005737,,7518
ENSG00000171241,SHCBP1,Nucleus,Cytoskeleton (Microtubules),APE,Uncertain,GO:0005634,GO:0015630,,7519
ENSG00000171262,FAM98B,Nucleus but not nucleoli;Vesicles,,APE,Uncertain,GO:0005654;GO:0043231,,,7520
ENSG00000171291,ZNF439,Nucleus,,APE,Uncertain,GO:0005634,,,7521
ENSG00000171295,ZNF440,Nucleus,,APE,Uncertain,GO:0005634,,,7522
ENSG00000171302,CANT1,Nucleus but not nucleoli;Cytoskeleton (Intermediate filaments),,APE,Uncertain,GO:0005654;GO:0045111,,,7523
ENSG00000171307,ZDHHC16,Nucleus,Nuclear membrane;Cytoplasm,APE,Supportive,GO:0005634,GO:0031965;GO:0005737,,7524
ENSG00000171310,CHST11,Golgi apparatus,,APE,Uncertain,GO:0005794,,,7525
ENSG00000171311,EXOSC1,Nucleus,,APE,Supportive,GO:0005634,,,7526
ENSG00000171316,CHD7,Nucleus,,APE,Supportive,GO:0005634,,,7527
ENSG00000171320,ESCO2,Nucleus;Golgi apparatus,,APE,Supportive,GO:0005634;GO:0005794,,,7528
ENSG00000171345,KRT19,Cytoskeleton (Intermediate filaments),,APE,Supportive,GO:0045111,,,7529
ENSG00000171357,LURAP1,Vesicles,,APE,Uncertain,GO:0043231,,,7530
ENSG00000171365,CLCN5,Plasma membrane;Cytoplasm;Golgi apparatus,,APE,Supportive,GO:0005886;GO:0005737;GO:0005794,,,7531
ENSG00000171401,KRT13,Cytoskeleton (Intermediate filaments),,APE,Supportive,GO:0045111,,,7532
ENSG00000171408,PDE7B,Nucleus but not nucleoli,,APE,Uncertain,GO:0005654,,,7533
ENSG00000171431,KRT20,Cytoskeleton (Intermediate filaments),,APE,Supportive,GO:0045111,,,7534
